Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Ma R., Wang T., Zhang W.","57190174998;57190179838;36241053000;","Gentrification mechanism of the old industrial districts in Ningbo from the perspective of creative regeneration [创意再生视域宁波老工业区绅士化动力机制]",2019,"Dili Xuebao/Acta Geographica Sinica","74","4",,"780","796",,,"10.11821/dlxb201904012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066937862&doi=10.11821%2fdlxb201904012&partnerID=40&md5=216b7b9aa9bd3b24d2806db6899c68de","Department of Geography and Spatial Information Techniques, Ningbo University-University of Angers Joint Institute at Ningbo, Ningbo University, Ningbo, Zhejiang  315211, China; Institute of Geographic Sciences and Natural Resources Research, CAS, Beijing, 100101, China","Ma, R., Department of Geography and Spatial Information Techniques, Ningbo University-University of Angers Joint Institute at Ningbo, Ningbo University, Ningbo, Zhejiang  315211, China; Wang, T., Department of Geography and Spatial Information Techniques, Ningbo University-University of Angers Joint Institute at Ningbo, Ningbo University, Ningbo, Zhejiang  315211, China; Zhang, W., Institute of Geographic Sciences and Natural Resources Research, CAS, Beijing, 100101, China",,,"Science Press",03755444,,,,"Chinese","Dili Xuebao/Acta Geogr. Sin.",Article,"Final",,Scopus,2-s2.0-85066937862
"Oehling A.","57213833896;","Human Dignity in Spain",2019,"Handbook of Human Dignity in Europe",,,,"851","867",,,"10.1007/978-3-319-28082-0_40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077995979&doi=10.1007%2f978-3-319-28082-0_40&partnerID=40&md5=b3896ff627107dc27463c52715c0d706","Facultad de Derecho, Dpto. Derecho Público, University of the Balearic Islands, Palma (Illes Balears), Spain","Oehling, A., Facultad de Derecho, Dpto. Derecho Público, University of the Balearic Islands, Palma (Illes Balears), Spain","Oehling, A.; Facultad de Derecho, Dpto. Derecho Público, University of the Balearic IslandsSpain; email: alberto.oehling@uib.es",,"Springer International Publishing",,9783319280820; 9783319280813,,,"English","Handb. of Hum. Dignity in Eur.",Book Chapter,"Final",,Scopus,2-s2.0-85077995979
"Kobayashi Y., Takayasu H., Havlin S., Takayasu M.","57209393367;7102699550;35397372900;8725869700;","Time evolution of companies towards a stable scaling curve obtained from flow diagrams in three-dimensional phase space",2019,"New Journal of Physics","21","4", 043038,"","",,,"10.1088/1367-2630/ab0e55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067606665&doi=10.1088%2f1367-2630%2fab0e55&partnerID=40&md5=0bebd1f5584c7d6093b3a34b3c19e438","Department of Mathematical and Computing Science, School of Computing, Tokyo Institute of Technology, Yokohama, 226-8502, Japan; Sony Computer Science Laboratories, Tokyo, 141-0022, Japan; Institute of Innovative Research, Tokyo Institute of Technology, Yokohama, 226-8502, Japan; Department of Physics, Bar-Ilan University, Ramat-Gan, 52900, Israel","Kobayashi, Y., Department of Mathematical and Computing Science, School of Computing, Tokyo Institute of Technology, Yokohama, 226-8502, Japan; Takayasu, H., Sony Computer Science Laboratories, Tokyo, 141-0022, Japan, Institute of Innovative Research, Tokyo Institute of Technology, Yokohama, 226-8502, Japan; Havlin, S., Institute of Innovative Research, Tokyo Institute of Technology, Yokohama, 226-8502, Japan, Department of Physics, Bar-Ilan University, Ramat-Gan, 52900, Israel; Takayasu, M., Department of Mathematical and Computing Science, School of Computing, Tokyo Institute of Technology, Yokohama, 226-8502, Japan, Institute of Innovative Research, Tokyo Institute of Technology, Yokohama, 226-8502, Japan",,,"Institute of Physics Publishing",13672630,,,,"English","New J. Phys.",Article,"Final",Open Access,Scopus,2-s2.0-85067606665
"McCormick M.","35102664300;","Radiocarbon dating the end of urban services in a late Roman town",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","17",,"8096","8098",,,"10.1073/pnas.1904037116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064657107&doi=10.1073%2fpnas.1904037116&partnerID=40&md5=e811f0ef3c379941ad66bfb2fe739da5","Initiative for the Science of the Human Past at Harvard, Department of History, Harvard University, Cambridge, MA  02138, United States; Max Planck–Harvard Reseach Center for Archaeoscience of the Ancient Mediterranean, Harvard University, Cambridge, MA  02138, United States","McCormick, M., Initiative for the Science of the Human Past at Harvard, Department of History, Harvard University, Cambridge, MA  02138, United States, Max Planck–Harvard Reseach Center for Archaeoscience of the Ancient Mediterranean, Harvard University, Cambridge, MA  02138, United States","McCormick, M.; Initiative for the Science of the Human Past at Harvard, Department of History, Harvard UniversityUnited States; email: sohpchair@fas.harvard.edu",,"National Academy of Sciences",00278424,,PNASA,"30992381","English","Proc. Natl. Acad. Sci. U. S. A.",Note,"Final",Open Access,Scopus,2-s2.0-85064657107
"Lacy K.D., Shoemaker D., Ross K.G.","57208305306;57204947823;7202123017;","Joint Evolution of Asexuality and Queen Number in an Ant",2019,"Current Biology","29","8",,"1394","1400.e4",,2,"10.1016/j.cub.2019.03.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064415418&doi=10.1016%2fj.cub.2019.03.018&partnerID=40&md5=d94e7d1fdaadde6b77f86e3baf0aa366","University of Georgia, Department of Entomology, 413 Biological Sciences Building, 120 Cedar Street, Athens, GA  30602, United States; University of Tennessee Knoxville, Department of Entomology and Plant Pathology, 371 Plant Biotechnology Building, 2505 EJ Chapman Drive, Knoxville, TN  37996-4560, United States","Lacy, K.D., University of Georgia, Department of Entomology, 413 Biological Sciences Building, 120 Cedar Street, Athens, GA  30602, United States; Shoemaker, D., University of Tennessee Knoxville, Department of Entomology and Plant Pathology, 371 Plant Biotechnology Building, 2505 EJ Chapman Drive, Knoxville, TN  37996-4560, United States; Ross, K.G., University of Georgia, Department of Entomology, 413 Biological Sciences Building, 120 Cedar Street, Athens, GA  30602, United States","Lacy, K.D.; University of Georgia, Department of Entomology, 413 Biological Sciences Building, 120 Cedar Street, United States; email: kipdlacy@gmail.com",,"Cell Press",09609822,,CUBLE,"30982653","English","Curr. Biol.",Article,"Final",,Scopus,2-s2.0-85064415418
"Grandal-d’Anglade A., Pérez-Rama M., García-Vázquez A., González-Fortes G.M.","57205470684;57201908355;55956090800;15842906700;","The cave bear’s hibernation: reconstructing the physiology and behaviour of an extinct animal",2019,"Historical Biology","31","4",,"429","441",,6,"10.1080/08912963.2018.1468441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046415097&doi=10.1080%2f08912963.2018.1468441&partnerID=40&md5=d1e2cefe0fcbe38fc6ee8b5c7ab521bf","Instituto Universitario de Xeoloxía, Universidade da Coruña, A Coruña, Spain; Department of Life Sciences and Biotechnology, University of Ferrara, Ferrara, Italy","Grandal-d’Anglade, A., Instituto Universitario de Xeoloxía, Universidade da Coruña, A Coruña, Spain; Pérez-Rama, M., Instituto Universitario de Xeoloxía, Universidade da Coruña, A Coruña, Spain; García-Vázquez, A., Instituto Universitario de Xeoloxía, Universidade da Coruña, A Coruña, Spain; González-Fortes, G.M., Instituto Universitario de Xeoloxía, Universidade da Coruña, A Coruña, Spain, Department of Life Sciences and Biotechnology, University of Ferrara, Ferrara, Italy","Grandal-d’Anglade, A.; Instituto Universitario de Xeoloxía, Universidade da CoruñaSpain; email: xeaurora@udc.es",,"Taylor and Francis Ltd.",08912963,,,,"English","Hist. Biol.",Article,"Final",,Scopus,2-s2.0-85046415097
"Chatzoglou P.D., Michailidou V.N.","35608233500;57205676130;","A survey on the 3D printing technology readiness to use",2019,"International Journal of Production Research","57","8",,"2585","2599",,,"10.1080/00207543.2019.1572934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061050582&doi=10.1080%2f00207543.2019.1572934&partnerID=40&md5=5399985c97be8ce8d9ebbc2bc4820a44","Production & Management Engineering Department, Democritus University of Thrace, Xanthi, Greece; Business Administration Department, Hellenic Open University, Patras, Greece","Chatzoglou, P.D., Production & Management Engineering Department, Democritus University of Thrace, Xanthi, Greece, Business Administration Department, Hellenic Open University, Patras, Greece; Michailidou, V.N., Business Administration Department, Hellenic Open University, Patras, Greece","Chatzoglou, P.D.; Production & Management Engineering Department, Democritus University of ThraceGreece; email: pchatzog@pme.duth.gr",,"Taylor and Francis Ltd.",00207543,,IJPRB,,"English","Int J Prod Res",Article,"Final",,Scopus,2-s2.0-85061050582
"Kleisner K., Saribay S.A.","8149011700;22036552700;","The Dual Nature of Mimicry: Organismal Form and Beholder’s Eye",2019,"Biosemiotics","12","1",,"79","98",,,"10.1007/s12304-018-9333-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054338387&doi=10.1007%2fs12304-018-9333-z&partnerID=40&md5=ab33a347c9d56730de5da3eb08b02c74","Department of Philosophy and History of Science, Charles University, Viničná 7, Praha 2, 12844, Czech Republic; Department of Psychology, Boğaziçi University, Bebek, Istanbul, 34342, Turkey","Kleisner, K., Department of Philosophy and History of Science, Charles University, Viničná 7, Praha 2, 12844, Czech Republic; Saribay, S.A., Department of Psychology, Boğaziçi University, Bebek, Istanbul, 34342, Turkey","Kleisner, K.; Department of Philosophy and History of Science, Charles University, Viničná 7, Czech Republic; email: karel.kleisner@natur.cuni.cz",,"Springer Netherlands",18751342,,,,"English","Biosemiotics",Article,"Final",,Scopus,2-s2.0-85054338387
"Pina L.S., Loureiro S.M.C., Rita P., Sarmento E.M., Bilro R.G., Guerreiro J.","57205733175;27467492100;14629383400;57195133589;57185707900;57201342913;","Analysing Consumer-Brand Engagement Through Appreciative Listening on Social Network Platforms",2019,"Journal of Promotion Management","25","3",,"304","313",,1,"10.1080/10496491.2019.1557805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061318167&doi=10.1080%2f10496491.2019.1557805&partnerID=40&md5=fb3949b121a66382367bb215197c8dc6","Instituto Universitário de Lisboa (ISCTE-IUL), Portugal; Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU/UNIDE) and SOCIUS, Portugal; NOVA Information Management School (NOVA IMS), Universidade Nova de Lisboa, Portugal; University Lusófona and ISEG-University of Lisbon, Portugal; Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU/UNIDE), Portugal; Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU/UNIDE), Portugal","Pina, L.S., Instituto Universitário de Lisboa (ISCTE-IUL), Portugal; Loureiro, S.M.C., Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU/UNIDE) and SOCIUS, Portugal; Rita, P., NOVA Information Management School (NOVA IMS), Universidade Nova de Lisboa, Portugal; Sarmento, E.M., University Lusófona and ISEG-University of Lisbon, Portugal; Bilro, R.G., Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU/UNIDE), Portugal; Guerreiro, J., Instituto Universitário de Lisboa (ISCTE-IUL), Business Research Unit (BRU/UNIDE), Portugal","Pina, L.S.; Instituto Universitário de Lisboa (ISCTE-IUL) and Business Research Unit (BRU/UNIDE)Portugal; email: sandramloureiro@netcabo.pt",,"Routledge",10496491,,,,"English","J. Promot. Manage.",Article,"Final",,Scopus,2-s2.0-85061318167
"Dhaygude K., Nair A., Johansson H., Wurm Y., Sundström L.","55649014700;35111716800;56647573200;15766615600;7006322390;","The first draft genomes of the ant Formica exsecta, and its Wolbachia endosymbiont reveal extensive gene transfer from endosymbiont to host",2019,"BMC Genomics","20","1", 301,"","",,,"10.1186/s12864-019-5665-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064390032&doi=10.1186%2fs12864-019-5665-6&partnerID=40&md5=6a44729e6c59bf39fd4f10c40b38aa28","Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, Helsinki, FI-00014, Finland; Organismal Biology Department, School of Biological and Chemical Sciences, Queen Mary University of London, Mile End Road, London, E1 4NS, United Kingdom; Tvärminne Zoological Station, University of Helsinki, J.A. Palménin tie 260, Hanko, FI-10900, Finland","Dhaygude, K., Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, Helsinki, FI-00014, Finland; Nair, A., Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, Helsinki, FI-00014, Finland; Johansson, H., Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, Helsinki, FI-00014, Finland; Wurm, Y., Organismal Biology Department, School of Biological and Chemical Sciences, Queen Mary University of London, Mile End Road, London, E1 4NS, United Kingdom; Sundström, L., Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, Helsinki, FI-00014, Finland, Tvärminne Zoological Station, University of Helsinki, J.A. Palménin tie 260, Hanko, FI-10900, Finland","Dhaygude, K.; Organismal and Evolutionary Biology Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, P.O. Box 65, Finland; email: kishor.dhaygude@helsinki.fi",,"BioMed Central Ltd.",14712164,,BGMEE,"30991952","English","BMC Genomics",Article,"Final",Open Access,Scopus,2-s2.0-85064390032
"Kuijper B., Johnstone R.A.","15753802400;7201604325;","The evolution of early-life effects on social behaviour—why should social adversity carry over to the future?",2019,"Philosophical Transactions of the Royal Society B: Biological Sciences","374","1770", 20180111,"","",,3,"10.1098/rstb.2018.0111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064169414&doi=10.1098%2frstb.2018.0111&partnerID=40&md5=f92e6fdc40128178450a5e12b00e62d8","Environment and Sustainability Institute, University of Exeter Cornwall Campus, Penryn, TR10 9FE, United Kingdom; Department of Zoology, University of Cambridge, Downing Street, Cambridge, CB2 3EJ, United Kingdom","Kuijper, B., Environment and Sustainability Institute, University of Exeter Cornwall Campus, Penryn, TR10 9FE, United Kingdom; Johnstone, R.A., Department of Zoology, University of Cambridge, Downing Street, Cambridge, CB2 3EJ, United Kingdom","Kuijper, B.; Environment and Sustainability Institute, University of Exeter Cornwall CampusUnited Kingdom; email: a.l.w.kuijper@exeter.ac.uk",,"Royal Society Publishing",09628436,,PTRBA,"30966877","English","Philos. Trans. R. Soc. B Biol. Sci.",Article,"Final",,Scopus,2-s2.0-85064169414
"Wu X., Fu L., Meng J., Wang X.","57195575403;35955852600;57208421468;22136880500;","Maximizing influence difusion over evolving social networks",2019,"SocialSense 2019 - Proceedings of the 2019 4th International Workshop on Social Sensing",,,,"6","11",,,"10.1145/3313294.3313382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064728802&doi=10.1145%2f3313294.3313382&partnerID=40&md5=48fce725cbb9321d76f960b7e19389f2","Shanghai Jiao Tong University, China","Wu, X., Shanghai Jiao Tong University, China; Fu, L., Shanghai Jiao Tong University, China; Meng, J., Shanghai Jiao Tong University, China; Wang, X., Shanghai Jiao Tong University, China",,"Ramachandran G.S.Ortiz J.","Association for Computing Machinery, Inc",,9781450367066,,,"English","SocialSense - Proc. Int. Workshop Soc. Sens.",Conference Paper,"Final",,Scopus,2-s2.0-85064728802
